loss,mae,val_loss,val_mae
8361.53125,79.07252502441406,4963.41943359375,60.87289047241211
8309.978515625,78.78986358642578,4937.83935546875,60.68437576293945
8271.4990234375,78.56547546386719,4905.423828125,60.44295883178711
8219.31640625,78.26113891601562,4858.7998046875,60.09270477294922
8144.43310546875,77.81827545166016,4787.43017578125,59.54913330078125
8029.4111328125,77.13298797607422,4676.876953125,58.704193115234375
7845.5576171875,76.03165435791016,4503.6484375,57.38439178466797
7558.43017578125,74.30722045898438,4229.00830078125,55.26667022705078
7122.4873046875,71.66339111328125,3837.1494140625,52.200706481933594
6516.857421875,67.91716003417969,3314.368896484375,48.03053283691406
5708.275390625,62.818260192871094,2671.380615234375,42.71317672729492
4746.1015625,56.449039459228516,1963.220458984375,36.58081817626953
3692.35302734375,49.34358596801758,1301.51416015625,30.13807487487793
2671.724365234375,41.97038650512695,843.3128051757812,24.820955276489258
1899.1292724609375,35.743408203125,707.301025390625,22.163808822631836
1502.54248046875,32.242088317871094,823.491455078125,23.51775360107422
1343.64794921875,30.4291934967041,942.2483520507812,24.72829246520996
1314.4031982421875,30.133758544921875,929.4981689453125,24.438413619995117
1232.3082275390625,28.771156311035156,856.724853515625,23.570293426513672
1191.8037109375,28.501901626586914,792.6151733398438,22.747148513793945
1146.5584716796875,28.04191017150879,748.1738891601562,22.10665512084961
1045.03515625,26.71796989440918,724.61767578125,21.689476013183594
1004.5579833984375,26.16577911376953,702.3934326171875,21.278738021850586
967.4998168945312,25.62586784362793,675.0574340820312,20.80031394958496
901.23583984375,24.77640724182129,645.442626953125,20.28449821472168
857.98193359375,24.046035766601562,616.1603393554688,19.760929107666016
763.0225219726562,22.58306312561035,585.787353515625,19.214054107666016
740.0341796875,22.26033592224121,563.43603515625,18.747282028198242
692.318603515625,21.450483322143555,537.0032958984375,18.220468521118164
639.9048461914062,20.48423194885254,502.5920104980469,17.586837768554688
598.5758056640625,19.89214515686035,470.2941589355469,16.95816993713379
555.1827392578125,19.101211547851562,442.7237548828125,16.367563247680664
510.80694580078125,18.21625328063965,419.5648193359375,15.82033920288086
480.3630065917969,17.423587799072266,397.5641174316406,15.268753051757812
443.74676513671875,16.566314697265625,367.12335205078125,14.588815689086914
420.555419921875,16.35191535949707,338.2119140625,13.901816368103027
375.87957763671875,15.31690502166748,313.8631286621094,13.257028579711914
339.73419189453125,14.401830673217773,287.3855285644531,12.562474250793457
296.908203125,13.32616901397705,259.61309814453125,11.832620620727539
288.5045471191406,13.17973518371582,242.141845703125,11.286144256591797
258.764404296875,12.443975448608398,223.4706573486328,10.732419967651367
236.72740173339844,11.782791137695312,201.5977020263672,10.069046020507812
223.29103088378906,11.371786117553711,183.59561157226562,9.489476203918457
201.20071411132812,10.760564804077148,167.22915649414062,8.948681831359863
183.72250366210938,10.461644172668457,153.60057067871094,8.539966583251953
178.86302185058594,10.348087310791016,143.16140747070312,8.271607398986816
167.03665161132812,10.054381370544434,130.8817901611328,7.946447849273682
157.66151428222656,9.645833015441895,123.22858428955078,7.750458717346191
153.86241149902344,9.455168724060059,116.02388000488281,7.561429977416992
152.1856689453125,9.77392864227295,110.73763275146484,7.433943748474121
141.84115600585938,9.331648826599121,105.0859375,7.287879467010498
140.50143432617188,9.233745574951172,101.56932067871094,7.207906246185303
143.95260620117188,9.487807273864746,102.0876693725586,7.24601936340332
130.66688537597656,8.944404602050781,98.64492797851562,7.1513166427612305
131.16195678710938,9.057422637939453,93.57488250732422,7.077884674072266
134.66529846191406,9.315821647644043,89.95264434814453,7.054263591766357
137.15953063964844,9.480786323547363,89.76173400878906,7.067680358886719
133.33193969726562,9.359384536743164,88.5532455444336,7.068101406097412
131.3568878173828,9.195792198181152,90.09530639648438,7.098882675170898
139.66163635253906,9.488931655883789,88.83171844482422,7.098268508911133
131.2445526123047,9.241028785705566,85.51654815673828,7.07416296005249
135.6890106201172,9.44589900970459,84.34602355957031,7.064924240112305
122.41045379638672,8.801641464233398,83.36821746826172,7.065100193023682
136.61325073242188,9.549188613891602,83.19058227539062,7.0648512840271
129.85960388183594,9.07450008392334,86.26821899414062,7.106344223022461
132.38523864746094,9.392986297607422,86.54949188232422,7.1240105628967285
135.0907440185547,9.381436347961426,81.41578674316406,7.0779571533203125
126.25108337402344,9.059784889221191,79.27806091308594,7.061099529266357
131.19728088378906,9.339709281921387,85.81951141357422,7.13659143447876
129.85743713378906,9.203898429870605,85.89427947998047,7.154190540313721
134.96815490722656,9.485033988952637,80.1875,7.093052864074707
125.74556732177734,9.247455596923828,81.21666717529297,7.100797176361084
122.79045104980469,8.90010929107666,83.36178588867188,7.129271984100342
128.4398651123047,9.033796310424805,84.68399810791016,7.153029441833496
129.88568115234375,9.088706016540527,81.34496307373047,7.1084794998168945
121.74813079833984,8.887760162353516,81.26248168945312,7.109245300292969
128.50271606445312,9.255176544189453,82.66669464111328,7.121317386627197
126.9162368774414,9.278125762939453,84.53887176513672,7.153189182281494
