feature,baseline_rmse,permuted_rmse_mean,permuted_rmse_std,rmse_increase,baseline_mae,permuted_mae_mean,mae_increase,baseline_r2,permuted_r2_mean,r2_drop
BCt,30.495105788483194,37.93836974976341,0.8141423591839865,7.443263961280216,26.165788650512695,31.8816499710083,5.7158613204956055,0.5585673451423645,0.3164639055728912,0.24210343956947328
SOH,30.495105788483194,36.99349360781869,0.4950166947904224,6.498387819335498,26.165788650512695,31.642127990722656,5.476339340209961,0.5585673451423645,0.35027045011520386,0.20829689502716064
disV,30.495105788483194,30.5287874227755,0.010129477393726544,0.033681634292307194,26.165788650512695,26.179735374450683,0.01394672393798757,0.5585673451423645,0.5575916230678558,0.0009757220745086892
chT,30.495105788483194,30.464367908211194,0.003181370918559604,-0.03073788027199953,26.165788650512695,26.15962448120117,-0.006164169311524859,0.5585673451423645,0.5594567775726318,-0.0008894324302672896
chI,30.495105788483194,30.44519267307489,0.020733232388315453,-0.04991311540830523,26.165788650512695,26.081553840637206,-0.0842348098754897,0.5585673451423645,0.5600109815597534,-0.0014436364173888716
chV,30.495105788483194,30.41980304294997,0.01796714686245964,-0.07530274553322513,26.165788650512695,26.073068046569823,-0.09272060394287251,0.5585673451423645,0.5607445895671844,-0.002177244424819924
disI,30.495105788483194,29.49812301406464,0.08711620427513207,-0.9969827744185551,26.165788650512695,25.544064331054688,-0.6217243194580071,0.5585673451423645,0.5869556069374084,-0.028388261795043945
