loss,mae,val_loss,val_mae
8325.4873046875,78.87413787841797,4960.30517578125,60.8455696105957
8306.876953125,78.75823974609375,4938.171875,60.66852951049805
8278.97265625,78.57526397705078,4909.6201171875,60.44343948364258
8240.9345703125,78.3320083618164,4875.1171875,60.16778564453125
8193.005859375,78.02983856201172,4830.953125,59.817665100097656
8130.01904296875,77.64071655273438,4774.61376953125,59.3797492980957
8049.19677734375,77.1410903930664,4704.744140625,58.834938049316406
7950.83740234375,76.53765869140625,4618.7744140625,58.16965866088867
7821.7587890625,75.73908233642578,4513.4970703125,57.35304641723633
7680.6533203125,74.8809814453125,4385.482421875,56.35725402832031
7488.98828125,73.69332122802734,4223.8349609375,55.09712219238281
7260.65185546875,72.29644775390625,4032.7431640625,53.599388122558594
7013.162109375,70.7647476196289,3812.18359375,51.862640380859375
6683.8056640625,68.69125366210938,3562.84521484375,49.88665771484375
6334.765625,66.4958267211914,3285.36865234375,47.65493392944336
5956.533203125,64.07208251953125,2984.890380859375,45.19317626953125
5505.01904296875,61.1376953125,2667.526611328125,42.562294006347656
5063.9072265625,58.3565788269043,2342.2802734375,39.81581115722656
4571.48291015625,55.113555908203125,2020.18212890625,37.073543548583984
4115.60498046875,51.7755012512207,1715.212890625,34.27220916748047
3644.321533203125,48.72694778442383,1438.94970703125,31.592769622802734
3249.736572265625,45.803932189941406,1204.352294921875,29.195377349853516
2821.337646484375,42.810367584228516,1019.0270385742188,27.16320037841797
2513.343017578125,40.683311462402344,887.79150390625,25.515960693359375
2188.52099609375,38.18978500366211,809.0306396484375,24.289873123168945
1997.3546142578125,36.583702087402344,775.54443359375,23.607952117919922
1785.14208984375,34.74794387817383,775.9354858398438,23.202930450439453
1741.144287109375,34.458187103271484,796.7220458984375,23.308547973632812
1604.9154052734375,32.763973236083984,824.4693603515625,23.55159568786621
1591.9388427734375,32.4245491027832,849.1566162109375,23.938508987426758
1524.4171142578125,32.08148193359375,864.8831787109375,24.174137115478516
1485.740966796875,31.90247917175293,874.578125,24.2918758392334
1461.20361328125,31.9285945892334,878.9072875976562,24.321794509887695
1504.1806640625,31.917585372924805,876.917236328125,24.263765335083008
1464.8631591796875,31.52703094482422,868.4370727539062,24.12203025817871
1340.027587890625,30.24618911743164,857.5906982421875,23.949575424194336
